OTU_ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,High_level_taxonomy,HL_hit_percent_id,HL_hit_query_cover
FOTU,Fungi,Ascomycota,Dothideomycetes,Pleosporales,unidentified,unidentified,unidentified,"Fungi-CCHF45,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Cucurbitariaceae,g__Pyrenochaetopsis,s__Pyrenochaetopsis_tabarestanensis",87.831,85
FOTU_2,Fungi,Basidiomycota,Atractiellomycetes,Atractiellales,Hoehnelomycetaceae,Atractiella,Atractiella rhizophila ,unidentified,0,0
FOTU_3,Fungi,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,Cladosporium cladosporioides ,"Fungi-ZANF35,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Cladosporiaceae,g__Cladosporium",100,100
FOTU_4,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,unidentified,"Fungi-CCHF67,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium",100,100
FOTU_5,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,"Fungi-ZANF50,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium",100,100
FOTU_6,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Codinaea,unidentified,"Fungi-ZANF68,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Pseudothielavia,s__Pseudothielavia_arxii",76.889,100
FOTU_7,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,unidentified,unidentified,"Fungi-CCHF44,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Bionectriaceae,g__Clonostachys,s__Clonostachys_rosea",80.973,100
FOTU_8,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Paraphoma,Paraphoma radicina ,unidentified,0,0
FOTU_9,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,"Fungi-CCHF49C,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Talaromyces,s__Talaromyces_domesticus",98.198,100
FOTU0,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Plectosphaerella,unidentified,"Fungi-CCHF41,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Plectosphaerellaceae,g__Plectosphaerella",94.196,100
FOTU1,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Setophoma,Setophoma terrestris ,"Fungi-ZANF81,p__Ascomycota,c__Dothideomycetes,o__Pleosporales",88.021,85
FOTU2,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,"Fungi-CCHF44,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Bionectriaceae,g__Clonostachys,s__Clonostachys_rosea",99.095,100
FOTU3,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Acrocalymmaceae,Acrocalymma,unidentified,"Fungi-CCHF45,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Cucurbitariaceae,g__Pyrenochaetopsis,s__Pyrenochaetopsis_tabarestanensis",85.714,88
FOTU4,Fungi,Fusarium equiseti ,unidentified,unidentified,unidentified,unidentified,unidentified,"Fungi-ZANF49,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_equiseti",100,100
FOTU5,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,unidentified,unidentified,unidentified,0,0
FOTU6,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,"Fungi-ZANF69,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_neocosmosporiellum",97.285,100
FOTU7,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,unidentified,unidentified,0,0
FOTU8,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,unidentified,unidentified,"Fungi-OEO_O300,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Linnemannia,s__Linnemannia_elongata",99.548,100
FOTU9,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,"Fungi-CHH3_A,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Plectosphaerellaceae,g__Gibellulopsis,s__Gibellulopsis_piscis",99.545,100
FOTU_20,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,unidentified,unidentified,"Fungi-ZANF60,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,g__Rhizoctonia,s__Rhizoctonia_solani",80.992,100
FOTU_21,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,unidentified,unidentified,"Fungi-ZANF59,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae",81.172,100
FOTU_22,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_23,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Acremonium,Acremonium fusidioides ,unidentified,0,0
FOTU_24,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,unidentified,"Fungi-ZANF36,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Glomerellaceae,g__Colletotrichum",84.649,100
FOTU_25,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,"Fungi-CCHF67,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium",84.071,100
FOTU_26,Fungi,Ascomycota,Sordariomycetes,Hypocreales,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_27,Fungi,Ascomycota,Dothideomycetes,Muyocopronales,Muyocopronaceae,Arxiella,Arxiella celtidis ,unidentified,0,0
FOTU_28,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Cercospora,unidentified,"Fungi-ZANF21,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Zymoseptoria",87.946,100
FOTU_29,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Macrophomina,Macrophomina phaseolina ,"Fungi-ZANF51,p__Ascomycota,c__Dothideomycetes,o__Botryosphaeriales,f__Botryosphaeriaceae,g__Macrophomina,s__Macrophomina_phaseolina",99.545,100
FOTU_30,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,unidentified,unidentified,"Fungi-ZANF59,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae",84.519,100
FOTU_31,Fungi,Ascomycota,Sordariomycetes,Branch06,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_32,Fungi,Basidiomycota,Agaricomycetes,Agaricales,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_33,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Nothopassalora,Nothopassalora personata ,"Fungi-ZANF21,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Zymoseptoria",85.149,91
FOTU_34,Fungi,Basidiomycota,Agaricomycetes,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_35,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,Tumularia,unidentified,unidentified,0,0
FOTU_36,Fungi,Ascomycota,Sordariomycetes,Xylariales,Microdochiaceae,Microdochium,unidentified,unidentified,0,0
FOTU_37,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,unidentified,unidentified,"Fungi-CHH16,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Curvularia,s__Curvularia_xishuangbannaensis",100,100
FOTU_38,Fungi,Ascomycota,Sordariomycetes,Branch06,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_39,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Myrothecium,Myrothecium inundatum ,"Fungi-CCHF65,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__,g__Sesquicillium",82.353,100
FOTU_40,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Stachybotrys,Stachybotrys limonisporus ,"Fungi-ZANF38,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__,g__Sarocladium,s__Sarocladium_zeae",79.07,94
FOTU_41,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Plectosphaerella,Plectosphaerella cucumerina ,"Fungi-CCHF41,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Plectosphaerellaceae,g__Plectosphaerella",99.095,100
FOTU_42,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius,unidentified,unidentified,0,0
FOTU_43,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Humicola,unidentified,"Fungi-CCHF66,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Humicola,s__Humicola_sardiniae",98.636,100
FOTU_44,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe miriciae ,unidentified,0,0
FOTU_45,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia,Rhizoctonia solani ,unidentified,0,0
FOTU_46,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,"Fungi-ZANF62,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium",94.595,100
FOTU_47,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,unidentified,unidentified,"Fungi-CHH16,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Curvularia,s__Curvularia_xishuangbannaensis",83.523,78
FOTU_48,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Melanconiellaceae,Sphaeronaemella,unidentified,unidentified,0,0
FOTU_49,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria tenuissima ,"Fungi-ZANF71,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Alternaria",100,100
FOTU_50,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Penicillifer,Penicillifer diparietisporus ,"Fungi-ZANF69,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_neocosmosporiellum",81.513,100
FOTU_51,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hansfordiaceae,Hansfordia,Hansfordia pulvinata ,unidentified,0,0
FOTU_52,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Myrotheciomycetaceae,Emericellopsis,unidentified,unidentified,0,0
FOTU_53,Mocki,Mockimycota,Mockimycetes,Mockiales,Mockiaceae,Mock,mock9,"Mocki-Mock9,p__Mockimycota,c__Mockimycetes,o__Mockiales,f__Mockiaceae,g__Mock,s__mock9",100,100
FOTU_54,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,unidentified,unidentified,"Fungi-CHH3_A,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Plectosphaerellaceae,g__Gibellulopsis,s__Gibellulopsis_piscis",96.818,100
FOTU_55,Mocki,Mockimycota,Mockimycetes,Mockiales,Mockiaceae,Mock,mock8,"Mocki-Mock8,p__Mockimycota,c__Mockimycetes,o__Mockiales,f__Mockiaceae,g__Mock,s__mock8",100,100
FOTU_56,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Massarinaceae,Stagonospora,Stagonospora trichophoricola ,unidentified,0,0
FOTU_57,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,unidentified,unidentified,unidentified,0,0
FOTU_58,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Lectera,Lectera nordwiniana ,"Fungi-CHH3_A,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Plectosphaerellaceae,g__Gibellulopsis,s__Gibellulopsis_piscis",87.013,100
FOTU_59,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,"Fungi-CCHF44,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Bionectriaceae,g__Clonostachys,s__Clonostachys_rosea",84.163,100
FOTU_60,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Oliveoniaceae,Oliveonia,unidentified,unidentified,0,0
FOTU_61,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia,unidentified,"Fungi-ZANF45,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,g__Ceratobasidium",83.772,100
FOTU_62,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,unidentified,unidentified,unidentified,0,0
FOTU_63,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,unidentified,"Fungi-OEO_O203,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Linnemannia,s__Linnemannia_elongata",97.273,100
FOTU_64,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,unidentified,"Fungi-OEO_O50,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium",90.541,100
FOTU_65,Fungi,Ascomycota,Dothideomycetes,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_66,Mocki,Mockimycota,Mockimycetes,Mockiales,Mockiaceae,Mock,mock6,"Mocki-Mock6,p__Mockimycota,c__Mockimycetes,o__Mockiales,f__Mockiaceae,g__Mock,s__mock6",100,100
FOTU_67,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,unidentified,"Fungi-ZANF58,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Exophiala",96.364,100
FOTU_68,Mocki,Mockimycota,Mockimycetes,Mockiales,Mockiaceae,Mock,mock7,"Mocki-Mock7,p__Mockimycota,c__Mockimycetes,o__Mockiales,f__Mockiaceae,g__Mock,s__mock7",100,100
FOTU_69,Mocki,Mockimycota,Mockimycetes,Mockiales,Mockiaceae,Mock,mock10,"Mocki-Mock10,p__Mockimycota,c__Mockimycetes,o__Mockiales,f__Mockiaceae,g__Mock,s__mock10",100,100
FOTU_70,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,unidentified,"Fungi-CHH16,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Curvularia,s__Curvularia_xishuangbannaensis",95.876,88
FOTU_71,Fungi,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,Helicoma,unidentified,unidentified,0,0
FOTU_72,Fungi,Ascomycota,Dothideomycetes,Pleosporales,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_73,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Hydnophlebia,unidentified,unidentified,0,0
FOTU_74,Mocki,Mockimycota,Mockimycetes,Mockiales,Mockiaceae,Mock,mock5,"Mocki-Mock5,p__Mockimycota,c__Mockimycetes,o__Mockiales,f__Mockiaceae,g__Mock,s__mock5",100,100
FOTU_75,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusicolla,Fusicolla acetilerea ,"Fungi-CCHF67,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium",83.482,100
FOTU_76,Mocki,Mockimycota,Mockimycetes,Mockiales,Mockiaceae,Mock,mock12,"Mocki-Mock12,p__Mockimycota,c__Mockimycetes,o__Mockiales,f__Mockiaceae,g__Mock,s__mock12",100,100
FOTU_77,Fungi,Basidiomycota,Agaricomycetes,unidentified,unidentified,unidentified,unidentified,"Fungi-ZANF45,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,g__Ceratobasidium",92.793,100
FOTU_78,Fungi,Ascomycota,Dothideomycetes,Pleosporales,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_79,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Torulaceae,Torula,unidentified,unidentified,0,0
FOTU_80,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Tilachlidiaceae,Tilachlidium,Tilachlidium brachiatum ,unidentified,0,0
FOTU_81,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,unidentified,unidentified,0,0
FOTU_82,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Torulaceae,Torula,Torula fici ,unidentified,0,0
FOTU_83,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_84,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma brevicompactum ,"Fungi-CHH1,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,g__Trichoderma,s__Trichoderma_turrialbense",100,100
FOTU_85,Mocki,Mockimycota,Mockimycetes,Mockiales,Mockiaceae,Mock,mock4,"Mocki-Mock4,p__Mockimycota,c__Mockimycetes,o__Mockiales,f__Mockiaceae,g__Mock,s__mock4",100,100
FOTU_86,Fungi,Ascomycota,Dothideomycetes,Minutisphaerales,Minutisphaeraceae,Minutisphaera,unidentified,unidentified,0,0
FOTU_87,Fungi,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,Glutinoglossum,Glutinoglossum persoonii ,unidentified,0,0
FOTU_88,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Hyponectriaceae,Monographella,unidentified,"Fungi-CCHF65,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__,g__Sesquicillium",79.13,100
FOTU_89,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_90,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,unidentified,unidentified,"Fungi-ZANF45,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,g__Ceratobasidium",86.463,100
FOTU_91,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,unidentified,"Fungi-ZANF68,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Pseudothielavia,s__Pseudothielavia_arxii",81.938,100
FOTU_92,Fungi,Basidiomycota,Agaricomycetes,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_93,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,unidentified,unidentified,0,0
FOTU_94,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Scytalidium,Scytalidium circinatum ,"Fungi-CCHF65,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__,g__Sesquicillium",83.784,100
FOTU_95,Fungi,Ascomycota,Dothideomycetes,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_96,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_97,Fungi,Ascomycota,Dothideomycetes,Pleosporales,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_98,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Oliveoniaceae,Oliveonia,unidentified,unidentified,0,0
FOTU_99,Fungi,Ascomycota,Sordariomycetes,Branch06,unidentified,unidentified,unidentified,unidentified,0,0
FOTU00,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,unidentified,unidentified,unidentified,0,0
FOTU01,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Amesia,Amesia atrobrunnea ,"Fungi-ZANF68,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Pseudothielavia,s__Pseudothielavia_arxii",90.498,100
FOTU02,Fungi,Ascomycota,Pezizomycetes,Pezizales,Ascobolaceae,Ascobolus,unidentified,unidentified,0,0
FOTU03,Fungi,Basidiomycota,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU04,Fungi,Ascomycota,Sordariomycetes,Hypocreales,unidentified,unidentified,unidentified,unidentified,0,0
FOTU05,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,Periconia celtidis ,unidentified,0,0
FOTU06,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU07,Fungi,Ascomycota,Sordariomycetes,Sordariales,Naviculisporaceae,Pseudorhypophila,Pseudorhypophila marina ,unidentified,0,0
FOTU08,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,unidentified,unidentified,"Fungi-ZANF68,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Pseudothielavia,s__Pseudothielavia_arxii",100,100
FOTU09,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Apiosporaceae,Nigrospora,unidentified,"Fungi-CCHF65,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__,g__Sesquicillium",82.018,100
FOTU10,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Melanconiellaceae,Melanconiella,unidentified,unidentified,0,0
FOTU11,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,unidentified,unidentified,"Fungi-ZANF71,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Alternaria",90.476,85
FOTU12,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Rhynchogastremaceae,Papiliotrema,unidentified,"Fungi-CCHF63,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Trimorphomycetaceae,g__Saitozyma",91.22,93
FOTU13,Mocki,Mockimycota,Mockimycetes,Mockiales,Mockiaceae,Mock,mock4,"Mocki-Mock4,p__Mockimycota,c__Mockimycetes,o__Mockiales,f__Mockiaceae,g__Mock,s__mock4",100,100
FOTU14,Fungi,Basidiomycota,Agaricomycetes,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU15,Fungi,Basidiomycota,Agaricomycetes,Geastrales,Geastraceae,Sphaerobolus,unidentified,unidentified,0,0
FOTU16,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus flavus ,"Fungi-CCHF13,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Talaromyces,s__Talaromyces_purpureogenus",75.771,100
FOTU17,Rhizaria,Cercozoa,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU18,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,"Fungi-ZANF71,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Alternaria",89.305,85
FOTU19,Fungi,Ascomycota,Eurotiomycetes,Onygenales,unidentified,unidentified,unidentified,"Fungi-CCHF49A,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Talaromyces",79.032,79
FOTU20,Fungi,Ascomycota,Dothideomycetes,Jahnulales,Aliquandostipitaceae,Xylomyces,unidentified,unidentified,0,0
FOTU21,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,unidentified,unidentified,"Fungi-OEO_O300,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Linnemannia,s__Linnemannia_elongata",88.739,100
FOTU22,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Rhynchogastremaceae,Papiliotrema,Papiliotrema aspenensis ,"Fungi-CCHF63,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Trimorphomycetaceae,g__Saitozyma",95.109,83
FOTU23,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,unidentified,"Fungi-ZANF45,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,g__Ceratobasidium",99.545,100
FOTU24,Mocki,Mockimycota,Mockimycetes,Mockiales,Mockiaceae,Mock,mock12,"Mocki-Mock12,p__Mockimycota,c__Mockimycetes,o__Mockiales,f__Mockiaceae,g__Mock,s__mock12",100,100
FOTU25,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Dacampiaceae,Aaosphaeria,Aaosphaeria arxii ,"Fungi-ZANF71,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Alternaria",81.765,76
FOTU26,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Latoruaceae,Polyschema,Polyschema sclerotigenum ,unidentified,0,0
FOTU27,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Linnemannia,unidentified,"Fungi-OEO_O278,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Linnemannia,s__Linnemannia_gamsii",92.92,100
FOTU28,Fungi,Ascomycota,Dothideomycetes,unidentified,unidentified,unidentified,unidentified,"Fungi-CCHF45,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Cucurbitariaceae,g__Pyrenochaetopsis,s__Pyrenochaetopsis_tabarestanensis",87.634,84
FOTU29,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Westerdykella,unidentified,"Fungi-ZANF74,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Westerdykella",87.273,100
FOTU30,Fungi,Ascomycota,Sordariomycetes,Atractosporales,Atractosporaceae,unidentified,unidentified,unidentified,0,0
FOTU31,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia,Rhizoctonia solani ,unidentified,0,0
FOTU32,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,unidentified,unidentified,0,0
FOTU33,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,unidentified,Minimedusa,Minimedusa polyspora ,unidentified,0,0
FOTU34,Fungi,Ascomycota,unidentified,unidentified,unidentified,Triscelophorus,unidentified,unidentified,0,0
FOTU35,Fungi,Ascomycota,Dothideomycetes,Pleosporales,unidentified,unidentified,unidentified,unidentified,0,0
FOTU36,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Sistotrema,unidentified,unidentified,0,0
FOTU37,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,unidentified,unidentified,"Fungi-OEO_O318,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_alpina",98.636,100
FOTU38,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU39,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Caespitomonium,Caespitomonium euphorbiae ,unidentified,0,0
FOTU40,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Candolleomyces,Candolleomyces luteopallidus ,unidentified,0,0
FOTU41,Fungi,Ascomycota,Sordariomycetes,Branch06,unidentified,unidentified,unidentified,unidentified,0,0
FOTU42,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium citrinum ,"Fungi-CHH36_A,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium,s__Penicillium_citrinum",100,100
