OTU_ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,High_level_taxonomy,HL_hit_percent_id,HL_hit_query_cover
FOTU_854,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,unidentified,unidentified,"Fungi-ZANF81,p__Ascomycota,c__Dothideomycetes,o__Pleosporales",83.24,79
FOTU_855,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,unidentified,unidentified,0,0
FOTU_856,Fungi,Chytridiomycota,Lobulomycetes,Lobulomycetales,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_857,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Bipolaris,unidentified,"Fungi-CHH16,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Curvularia,s__Curvularia_xishuangbannaensis",89.189,84
FOTU_858,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_859,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Typhulaceae,Typhula,unidentified,unidentified,0,0
FOTU_860,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala nishimurae ,"Fungi-CHH8,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Exophiala,s__Exophiala_nishimurae",100,100
FOTU_861,Fungi,Rozellomycota,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_862,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,unidentified,"Fungi-CCHF13,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Talaromyces,s__Talaromyces_purpureogenus",78.947,100
FOTU_863,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,"Fungi-ZANF68,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Pseudothielavia,s__Pseudothielavia_arxii",80.87,100
FOTU_864,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Gigasporaceae,Gigaspora,unidentified,unidentified,0,0
FOTU_865,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_866,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_867,Fungi,Rozellomycota,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_868,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_869,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,Coprinellus radians ,unidentified,0,0
FOTU_870,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,unidentified,"Fungi-CCHF49C,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Talaromyces,s__Talaromyces_domesticus",82.883,100
FOTU_871,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_872,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_873,Rhizaria,Cercozoa,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_874,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Stemphylium,unidentified,"Fungi-ZANF71,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Alternaria",87.838,100
FOTU_875,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,unidentified,unidentified,0,0
FOTU_876,Mocki,Mockimycota,Mockimycetes,Mockiales,Mockiaceae,Mock,mock1,"Mocki-Mock1,p__Mockimycota,c__Mockimycetes,o__Mockiales,f__Mockiaceae,g__Mock,s__mock1",95.477,90
FOTU_877,Fungi,Ascomycota,Leotiomycetes,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_878,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_879,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Gigasporaceae,Gigaspora,unidentified,unidentified,0,0
FOTU_880,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Thelonectria,unidentified,"Fungi-CCHF65,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__,g__Sesquicillium",80.258,100
FOTU_881,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Myrotheciomycetaceae,Trichothecium,unidentified,"Fungi-ZANF76,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__,g__Sarocladium,s__Sarocladium_zeae",78.846,91
FOTU_882,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Sarocladiaceae,Sarocladium,unidentified,"Fungi-ZANF38,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__,g__Sarocladium,s__Sarocladium_zeae",96.364,100
FOTU_883,Fungi,Rozellomycota,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_884,Fungi,Ascomycota,Sordariomycetes,Hypocreales,unidentified,unidentified,unidentified,"Fungi-CHH22,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,g__Trichoderma",81.25,100
FOTU_885,Fungi,Basidiomycota,Cystobasidiomycetes,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_886,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Sarocladiaceae,Sarocladium,Sarocladium bifurcatum ,"Fungi-ZANF38,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__,g__Sarocladium,s__Sarocladium_zeae",87.611,100
FOTU_887,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_888,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,unidentified,unidentified,unidentified,0,0
FOTU_889,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleraceae,Bullera,Bullera penniseticola ,unidentified,0,0
FOTU_890,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_891,Fungi,Chytridiomycota,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_892,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum dematium ,"Fungi-ZANF36,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Glomerellaceae,g__Colletotrichum",88.696,100
FOTU_893,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_894,Fungi,Chytridiomycota,Rhizophydiomycetes,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_895,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_896,Fungi,Chytridiomycota,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_897,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_898,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,unidentified,unidentified,0,0
FOTU_899,Fungi,Rozellomycota,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_900,Fungi,Chytridiomycota,Rhizophydiomycetes,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_901,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_902,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Ganodermataceae,Ganoderma,Ganoderma destructans ,unidentified,0,0
FOTU_903,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Hirsutella,Hirsutella kirchneri ,unidentified,0,0
FOTU_904,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_905,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meripilaceae,Rigidoporus,unidentified,unidentified,0,0
FOTU_906,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,unidentified,unidentified,unidentified,0,0
FOTU_907,Fungi,Entorrhizomycota,Entorrhizomycetes,Entorrhizales,Entorrhizaceae,Entorrhiza,unidentified,unidentified,0,0
FOTU_908,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_909,Fungi,Ascomycota,Sordariomycetes,Hypocreales,unidentified,unidentified,unidentified,"Fungi-CCHF44,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Bionectriaceae,g__Clonostachys,s__Clonostachys_rosea",81.778,100
FOTU_910,Fungi,Ascomycota,Pezizomycetes,Pezizales,Ascobolaceae,Ascobolus,unidentified,unidentified,0,0
FOTU_911,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_912,Fungi,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,Ochroconis,Ochroconis musae ,unidentified,0,0
FOTU_913,Fungi,Basidiomycota,Agaricomycetes,Agaricales,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_914,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Lecythophora,unidentified,unidentified,0,0
FOTU_915,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,unidentified,unidentified,"Fungi-ZANF60,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,g__Rhizoctonia,s__Rhizoctonia_solani",78.603,100
FOTU_916,Fungi,Rozellomycota,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_917,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_918,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,unidentified,unidentified,"Fungi-CCHF66,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Humicola,s__Humicola_sardiniae",89.035,100
FOTU_919,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Ganodermataceae,Ganoderma,unidentified,unidentified,0,0
FOTU_920,Fungi,Ascomycota,Sordariomycetes,unidentified,Junewangiaceae,unidentified,unidentified,unidentified,0,0
FOTU_921,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_922,Fungi,Chytridiomycota,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_923,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Ganodermataceae,Ganoderma,Ganoderma lobatum ,unidentified,0,0
FOTU_924,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_925,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_926,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_927,Fungi,Ascomycota,Sordariomycetes,Sordariales,Neoschizotheciaceae,Cercophora,unidentified,"Fungi-ZANF68,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Pseudothielavia,s__Pseudothielavia_arxii",79.018,100
FOTU_928,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,unidentified,unidentified,unidentified,0,0
FOTU_929,Fungi,Ascomycota,Sordariomycetes,Hypocreales,unidentified,unidentified,unidentified,"Fungi-AUSTINS,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Calonectria",81.818,100
FOTU_930,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Powellomycetaceae,unidentified,unidentified,unidentified,0,0
FOTU_931,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,unidentified,"Fungi-CCHF61,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Talaromyces",92.444,100
FOTU_932,Fungi,Blastocladiomycota,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_933,Fungi,Chytridiomycota,Lobulomycetes,Lobulomycetales,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_934,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Sporobolomyces,unidentified,unidentified,0,0
FOTU_935,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_936,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_937,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,unidentified,unidentified,0,0
FOTU_938,Fungi,Ascomycota,Eurotiomycetes,Onygenales,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_939,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_940,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Stephanosporaceae,Myriococcum,unidentified,unidentified,0,0
FOTU_941,Rhizaria,Cercozoa,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_942,Mocki,Mockimycota,Mockimycetes,Mockiales,Mockiaceae,Mock,mock5,"Mocki-Mock5,p__Mockimycota,c__Mockimycetes,o__Mockiales,f__Mockiaceae,g__Mock,s__mock5",100,90
FOTU_943,Fungi,Basidiomycota,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_944,Fungi,Ascomycota,Pezizomycetes,Pezizales,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_945,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_946,Fungi,Basidiomycota,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_947,Fungi,Sanchytriomycota,Sanchytriomycetes,Sanchytriales,Sanchytriaceae,Sanchytrium,unidentified,unidentified,0,0
FOTU_948,Fungi,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,unidentified,unidentified,unidentified,0,0
FOTU_949,Fungi,Basidiobolomycota,Basidiobolomycetes,Basidiobolales,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_950,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,unidentified,unidentified,unidentified,0,0
FOTU_951,Fungi,Ascomycota,Sordariomycetes,Hypocreales,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_952,Fungi,Rozellomycota,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_953,Mocki,Mockimycota,Mockimycetes,Mockiales,Mockiaceae,Mock,mock1,"Mocki-Mock1,p__Mockimycota,c__Mockimycetes,o__Mockiales,f__Mockiaceae,g__Mock,s__mock1",93.939,89
FOTU_954,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,"Fungi-ZANF35,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Cladosporiaceae,g__Cladosporium",92.76,100
FOTU_955,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,unidentified,unidentified,unidentified,0,0
FOTU_956,Fungi,Chytridiomycota,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_957,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_958,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,unidentified,"Fungi-ZANF45,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,g__Ceratobasidium",82.018,100
FOTU_959,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,unidentified,unidentified,unidentified,0,0
FOTU_960,Fungi,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_961,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_962,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_963,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Dictyosporiaceae,Neodendryphiella,unidentified,unidentified,0,0
FOTU_964,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_965,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Apiosporaceae,Nigrospora,unidentified,"Fungi-CCHF65,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__,g__Sesquicillium",81.223,100
FOTU_966,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,unidentified,unidentified,unidentified,0,0
FOTU_967,Fungi,Ascomycota,Sordariomycetes,Hypocreales,unidentified,unidentified,unidentified,"Fungi-ZANF50,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium",81.435,100
FOTU_968,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_969,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Tolypocladium,Tolypocladium inegoense ,"Fungi-ZANF62,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium",81.982,100
FOTU_970,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_971,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_972,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis calospora ,unidentified,0,0
FOTU_973,Fungi,Rozellomycota,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_974,Rhizaria,Cercozoa,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_975,Fungi,Rozellomycota,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_976,Rhizaria,Cercozoa,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_977,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_978,Fungi,Basidiomycota,Agaricomycetes,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_979,Rhizaria,Cercozoa,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_980,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Cheilymenia,unidentified,unidentified,0,0
FOTU_981,Fungi,Rozellomycota,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_982,Metazoa,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Grania,unidentified,unidentified,0,0
FOTU_983,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_984,Fungi,Basidiomycota,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_985,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,unidentified,"Fungi-EMMF100,p__Basidiomycota,c__Tremellomycetes,o__Tremellales",95.455,100
FOTU_986,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,unidentified,unidentified,"Fungi-ZANF65,p__Ascomycota,c__Dothideomycetes,o__Botryosphaeriales,f__Botryosphaeriaceae,g__Lasiodiplodia",88.636,100
FOTU_987,Fungi,Basidiobolomycota,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_988,Fungi,Ascomycota,Pezizomycetes,Pezizales,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_989,Metazoa,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_990,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,unidentified,unidentified,0,0
FOTU_991,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Cordanaceae,Cordana,unidentified,"Fungi-ZANF68,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Pseudothielavia,s__Pseudothielavia_arxii",84.141,100
FOTU_992,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,unidentified,unidentified,unidentified,0,0
FOTU_993,Fungi,Chytridiomycota,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_994,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Kalmusia,unidentified,unidentified,0,0
FOTU_995,Fungi,Ascomycota,Sordariomycetes,Hypocreales,unidentified,unidentified,unidentified,"Fungi-CHH4,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Plectosphaerellaceae,g__Gibellulopsis,s__Gibellulopsis_piscis",91.667,97
FOTU_996,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Rhynchogastremaceae,Papiliotrema,Papiliotrema plantarum ,"Fungi-EMMF39,p__Basidiomycota,c__Tremellomycetes,o__Tremellales",98.844,78
FOTU_997,Fungi,Basidiomycota,Microbotryomycetes,Leucosporidiales,Leucosporidiaceae,Leucosporidium,Leucosporidium intermedium ,"Fungi-CHH5,p__Basidiomycota,c__Microbotryomycetes,o__Leucosporidiales,f__Leucosporidiaceae,g__Leucosporidium,s__Leucosporidium_intermedium",100,100
FOTU_998,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_999,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Nematoctonus,Nematoctonus pachysporus ,unidentified,0,0
FOTU000,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,unidentified,"Fungi-CHH4,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Plectosphaerellaceae,g__Gibellulopsis,s__Gibellulopsis_piscis",85.202,100
FOTU001,Rhizaria,Cercozoa,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU002,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Lycoperdon,Lycoperdon pyriforme ,unidentified,0,0
FOTU003,Fungi,Blastocladiomycota,Blastocladiomycetes,Blastocladiales,unidentified,unidentified,unidentified,unidentified,0,0
FOTU004,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Curvularia hawaiiensis ,"Fungi-CHH16,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Curvularia,s__Curvularia_xishuangbannaensis",95.876,87
FOTU005,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU006,Fungi,Ascomycota,Sordariomycetes,Sordariales,unidentified,unidentified,unidentified,"Fungi-ZANF68,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Pseudothielavia,s__Pseudothielavia_arxii",81.14,100
FOTU007,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Dactylella,unidentified,unidentified,0,0
FOTU008,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,"Fungi-CCHF45,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Cucurbitariaceae,g__Pyrenochaetopsis,s__Pyrenochaetopsis_tabarestanensis",85.185,85
FOTU009,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,unidentified,unidentified,unidentified,unidentified,0,0
FOTU010,Fungi,Basidiobolomycota,Basidiobolomycetes,Basidiobolales,unidentified,unidentified,unidentified,unidentified,0,0
FOTU011,Fungi,Glomeromycota,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU012,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU013,Fungi,Rozellomycota,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU014,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraconiothyrium,unidentified,unidentified,0,0
FOTU015,Fungi,Chytridiomycota,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU016,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,unidentified,unidentified,unidentified,unidentified,0,0
FOTU017,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,Vishniacozyma pseudopenaeus ,"Fungi-EMMF25,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Vishniacozyma,s__Vishniacozyma_pseudopenaeus",100,80
FOTU018,Fungi,Glomeromycota,Glomeromycetes,Entrophosporales,Entrophosporaceae,Entrophospora,unidentified,unidentified,0,0
FOTU019,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU020,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU021,Fungi,Basidiomycota,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU022,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU023,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU024,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Neopyrenochaetaceae,Neopyrenochaeta,unidentified,unidentified,0,0
FOTU025,Rhizaria,Cercozoa,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU026,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Ganodermataceae,Ganoderma,Ganoderma meredithiae ,unidentified,0,0
FOTU027,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,unidentified,"Fungi-CCHF61,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Talaromyces",95.045,100
FOTU028,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU029,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,unidentified,unidentified,"Fungi-CHH3_A,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Plectosphaerellaceae,g__Gibellulopsis,s__Gibellulopsis_piscis",88.78,92
FOTU030,Rhizaria,Cercozoa,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU031,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,unidentified,unidentified,"Fungi-OEO_O302,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Linnemannia,s__Linnemannia_elongata",95.928,100
FOTU032,Fungi,Ascomycota,Sordariomycetes,Hypocreales,unidentified,unidentified,unidentified,"Fungi-ZANF62,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium",80.09,100
FOTU033,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,Loweomyces,Loweomyces fractipes ,unidentified,0,0
FOTU034,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU035,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU036,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,Magnaporthiopsis,Magnaporthiopsis meyeri-festucae ,unidentified,0,0
FOTU037,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU038,Rhizaria,Cercozoa,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
